Fecha,Blue-Compra,Blue-Venta,MEP,CCL
2012-06-26,5.92,5.94,,
2012-06-27,5.93,5.95,,
2012-06-28,5.96,5.98,,
2012-06-29,5.93,5.95,,
2012-07-02,5.94,5.96,,
2012-07-03,5.94,5.96,,
2012-07-04,5.94,5.96,,
2012-07-05,5.94,5.96,,
2012-07-06,5.94,5.96,,
2012-07-10,5.95,5.97,,
2012-07-11,5.98,6.0,,
2012-07-12,6.08,6.1,,
2012-07-13,6.14,6.17,,
2012-07-16,6.28,6.31,,
2012-07-17,6.55,6.6,,
2012-07-18,6.7,6.74,,
2012-07-19,6.57,6.6,,
2012-07-20,6.4,6.45,,
2012-07-23,6.37,6.42,,
2012-07-24,6.39,6.43,,
2012-07-25,6.41,6.45,,
2012-07-26,6.38,6.42,,
2012-07-27,6.41,6.45,,
2012-07-30,6.34,6.37,,
2012-07-31,6.29,6.32,,
2012-08-01,6.24,6.27,,
2012-08-02,6.18,6.21,,
2012-08-03,6.17,6.2,,
2012-08-06,6.18,6.21,,
2012-08-07,6.23,6.26,,
2012-08-08,6.23,6.26,,
2012-08-09,6.23,6.26,,
2012-08-10,6.24,6.27,,
2012-08-13,6.25,6.28,,
2012-08-14,6.27,6.3,,
2012-08-15,6.29,6.32,,
2012-08-16,6.3,6.33,,
2012-08-17,6.3,6.33,,
2012-08-21,6.32,6.35,,
2012-08-22,6.37,6.4,,
2012-08-23,6.39,6.42,,
2012-08-24,6.38,6.41,,
2012-08-27,6.36,6.38,,
2012-08-28,6.34,6.36,,
2012-08-29,6.35,6.37,,
2012-08-30,6.35,6.37,,
2012-08-31,6.35,6.37,,
2012-09-03,6.32,6.34,,
2012-09-04,6.33,6.35,,
2012-09-05,6.33,6.35,,
2012-09-06,6.32,6.34,,
2012-09-07,6.31,6.33,,
2012-09-10,6.31,6.33,,
2012-09-11,6.28,6.3,,
2012-09-12,6.3,6.32,,
2012-09-13,6.28,6.3,,
2012-09-14,6.29,6.31,,
2012-09-17,6.28,6.3,,
2012-09-18,6.29,6.31,,
2012-09-19,6.29,6.31,,
2012-09-20,6.3,6.32,,
2012-09-21,6.3,6.32,,
2012-09-25,6.3,6.32,,
2012-09-26,6.27,6.29,,
2012-09-27,6.28,6.3,,
2012-09-28,6.28,6.3,,
2012-10-01,6.24,6.26,,
2012-10-02,6.24,6.26,,
2012-10-03,6.23,6.25,,
2012-10-04,6.17,6.19,,
2012-10-05,6.16,6.18,,
2012-10-09,6.18,6.2,,
2012-10-10,6.19,6.21,,
2012-10-11,6.19,6.21,,
2012-10-12,6.18,6.2,,
2012-10-15,6.18,6.2,,
2012-10-16,6.2,6.22,,
2012-10-17,6.31,6.33,,
2012-10-18,6.3,6.32,,
2012-10-19,6.29,6.31,,
2012-10-22,6.26,6.28,,
2012-10-23,6.3,6.32,,
2012-10-24,6.35,6.37,,
2012-10-25,6.35,6.37,,
2012-10-26,6.36,6.38,,
2012-10-29,6.33,6.35,,
2012-10-30,6.34,6.36,,
2012-10-31,6.32,6.34,,
2012-11-01,6.32,6.34,,
2012-11-02,6.31,6.33,,
2012-11-05,6.32,6.34,,
2012-11-07,6.28,6.3,,
2012-11-08,6.31,6.33,,
2012-11-09,6.31,6.33,,
2012-11-12,6.3,6.32,,
2012-11-13,6.3,6.32,,
2012-11-14,6.33,6.35,,
2012-11-15,6.33,6.35,,
2012-11-16,6.38,6.4,,
2012-11-19,6.34,6.36,,
2012-11-20,6.34,6.36,,
2012-11-21,6.36,6.38,,
2012-11-22,6.39,6.41,,
2012-11-23,6.44,6.46,,
2012-11-27,6.43,6.45,,
2012-11-28,6.45,6.47,,
2012-11-29,6.42,6.44,,
2012-11-30,6.42,6.44,,
2012-12-03,6.42,6.44,,
2012-12-04,6.42,6.44,,
2012-12-05,6.42,6.44,,
2012-12-06,6.42,6.44,,
2012-12-07,6.45,6.47,,
2012-12-10,6.43,6.45,,
2012-12-11,6.42,6.44,,
2012-12-12,6.46,6.48,,
2012-12-13,6.5,6.52,,
2012-12-14,6.51,6.53,,
2012-12-17,6.5,6.52,,
2012-12-18,6.51,6.53,,
2012-12-19,6.53,6.55,,
2012-12-20,6.61,6.63,,
2012-12-21,6.59,6.61,,
2012-12-26,6.62,6.64,,
2012-12-27,6.76,6.78,,
2012-12-28,6.78,6.8,,
2012-12-31,6.78,6.8,,
2013-01-02,6.89,6.91,,6.67
2013-01-03,7.05,7.07,,6.68
2013-01-04,7.02,7.04,,6.82
2013-01-07,7.02,7.04,,6.83
2013-01-08,7.03,7.05,,6.87
2013-01-09,7.1,7.12,,7.03
2013-01-10,7.22,7.25,,7.03
2013-01-11,7.18,7.2,,7.13
2013-01-14,7.23,7.25,,7.16
2013-01-15,7.34,7.36,,7.18
2013-01-16,7.47,7.5,,7.25
2013-01-17,7.49,7.51,,7.33
2013-01-18,7.46,7.48,,7.31
2013-01-21,7.42,7.44,,
2013-01-22,7.41,7.43,,7.35
2013-01-23,7.5,7.52,,7.38
2013-01-24,7.54,7.56,,7.46
2013-01-25,7.6,7.62,,7.51
2013-01-28,7.64,7.66,,7.53
2013-01-29,7.77,7.8,,7.62
2013-01-30,7.89,7.92,,7.68
2013-02-01,7.9,7.92,,7.71
2013-02-04,7.7,7.72,,7.83
2013-02-05,7.56,7.59,,7.87
2013-02-06,7.68,7.7,,7.77
2013-02-07,7.65,7.68,,7.7
2013-02-08,7.65,7.67,,7.76
2013-02-13,7.63,7.65,,7.69
2013-02-14,7.64,7.66,,7.71
2013-02-15,7.69,7.71,,7.62
2013-02-18,7.68,7.7,,
2013-02-19,7.79,7.81,,7.72
2013-02-21,7.81,7.83,,7.75
2013-02-22,7.78,7.8,,7.67
2013-02-25,7.76,7.78,,7.73
2013-02-26,7.8,7.82,,7.94
2013-02-27,7.8,7.82,,7.82
2013-02-28,7.82,7.84,,7.78
2013-03-01,7.82,7.84,,8.08
2013-03-04,7.8,7.82,,8.06
2013-03-05,7.8,7.82,,7.92
2013-03-06,7.81,7.83,,8.06
2013-03-07,7.8,7.82,,8.03
2013-03-08,7.81,7.83,,8.15
2013-03-11,7.8,7.82,,8.2
2013-03-12,7.82,7.84,,8.33
2013-03-13,7.9,7.92,,8.34
2013-03-14,7.97,7.99,,8.36
2013-03-15,8.03,8.05,,8.47
2013-03-18,8.06,8.08,,8.49
2013-03-19,8.25,8.27,,8.44
2013-03-20,8.7,8.75,,8.37
2013-03-21,8.4,8.45,,8.48
2013-03-22,8.42,8.48,,8.59
2013-03-25,8.22,8.27,,8.4
2013-03-26,8.25,8.3,,8.48
2013-03-27,8.38,8.43,,8.5
2013-04-03,8.25,8.3,,8.54
2013-04-04,8.3,8.32,,8.44
2013-04-05,8.37,8.4,,8.41
2013-04-08,8.3,8.33,,8.45
2013-04-09,8.34,8.37,,8.44
2013-04-10,8.37,8.39,,8.48
2013-04-11,8.42,8.44,,8.52
2013-04-12,8.41,8.43,,8.63
2013-04-15,8.4,8.42,,8.73
2013-04-16,8.5,8.52,,8.87
2013-04-17,8.67,8.7,,8.93
2013-04-18,8.63,8.66,,9.05
2013-04-19,8.6,8.63,,9.04
2013-04-22,8.63,8.67,,8.93
2013-04-23,8.82,8.86,,8.93
2013-04-24,8.91,8.94,,8.9
2013-04-25,9.16,9.2,,8.85
2013-04-26,9.3,9.34,,9.01
2013-04-29,9.27,9.3,,9.16
2013-04-30,9.37,9.4,,9.21
2013-05-02,9.6,9.63,,9.31
2013-05-03,9.84,9.88,,9.31
2013-05-06,9.83,9.87,,9.47
2013-05-07,10.04,10.08,,9.43
2013-05-08,10.4,10.45,,9.54
2013-05-09,9.98,10.03,,9.55
2013-05-10,9.98,10.03,,9.24
2013-05-13,9.98,10.03,,9.01
2013-05-14,9.15,9.2,,8.71
2013-05-15,9.0,9.05,,8.59
2013-05-16,8.9,8.95,,9.02
2013-05-17,8.9,8.95,,9.06
2013-05-20,8.85,8.9,,8.83
2013-05-21,8.53,8.58,,8.87
2013-05-22,8.38,8.43,,8.66
2013-05-23,8.75,8.8,,8.51
2013-05-24,8.9,8.95,,8.62
2013-05-27,8.88,8.93,,8.53
2013-05-28,8.83,8.88,,
2013-05-29,8.83,8.88,,8.34
2013-05-30,8.82,8.87,,8.32
2013-05-31,8.75,8.8,,
2013-06-03,8.55,8.6,,
2013-06-04,8.45,8.5,,
2013-06-05,8.5,8.55,,8.3
2013-06-06,8.52,8.57,,8.35
2013-06-07,8.52,8.57,,8.41
2013-06-10,8.52,8.57,,8.36
2013-06-11,8.52,8.57,,8.28
2013-06-12,8.2,8.25,,8.27
2013-06-13,7.95,8.0,,8.16
2013-06-14,7.95,8.0,,8.05
2013-06-17,7.95,8.0,,8.02
2013-06-18,7.81,7.86,,7.9
2013-06-19,7.93,7.98,,7.87
2013-06-24,8.0,8.05,,8.25
2013-06-25,8.0,8.05,,8.18
2013-06-26,8.0,8.05,,8.1
2013-06-27,8.0,8.05,,7.88
2013-06-28,8.0,8.05,,7.65
2013-07-01,7.93,7.98,,7.9
2013-07-02,7.88,7.93,,7.63
2013-07-03,7.9,7.95,,7.59
2013-07-04,7.93,7.98,,7.4
2013-07-05,7.92,7.97,,7.86
2013-07-08,7.93,7.98,,7.92
2013-07-10,8.04,8.09,,8.17
2013-07-11,8.16,8.2,,8.12
2013-07-12,8.3,8.35,,8.2
2013-07-15,8.53,8.58,,8.33
2013-07-16,8.7,8.75,,8.48
2013-07-17,8.7,8.75,,8.54
2013-07-18,8.52,8.57,,8.55
2013-07-19,8.47,8.52,,8.27
2013-07-22,8.45,8.5,,8.32
2013-07-23,8.45,8.5,,8.31
2013-07-24,8.53,8.58,,8.31
2013-07-25,8.46,8.51,,8.35
2013-07-26,8.46,8.51,,8.32
2013-07-29,8.48,8.53,,8.3
2013-07-30,8.48,8.53,,8.32
2013-07-31,8.48,8.53,,8.53
2013-08-01,8.49,8.54,,8.23
2013-08-02,8.51,8.56,,8.23
2013-08-05,8.51,8.56,,8.3
2013-08-06,8.53,8.58,,8.3
2013-08-07,8.55,8.6,,8.32
2013-08-08,,,,8.56
2013-08-09,8.73,8.78,,8.55
2013-08-12,8.67,8.72,,8.5
2013-08-13,8.69,8.74,,8.57
2013-08-14,8.8,8.85,,8.57
2013-08-15,8.8,8.85,,8.5
2013-08-16,8.8,8.85,,8.5
2013-08-20,8.81,8.86,,8.5
2013-08-21,8.84,8.89,,8.54
2013-08-22,8.9,8.95,,8.55
2013-08-23,8.94,8.99,,8.51
2013-08-26,8.98,9.03,,8.55
2013-08-27,9.36,9.41,,8.57
2013-08-28,9.33,9.38,,8.74
2013-08-29,9.33,9.38,,8.75
2013-08-30,9.2,9.25,,8.55
2013-09-02,9.17,9.22,,8.7
2013-09-03,9.15,9.2,,8.82
2013-09-04,9.15,9.2,,8.89
2013-09-05,9.18,9.23,,8.88
2013-09-06,9.17,9.22,,8.88
2013-09-09,9.17,9.22,,8.88
2013-09-10,9.13,9.18,,8.87
2013-09-11,9.16,9.21,,8.87
2013-09-12,9.17,9.22,,9.0
2013-09-13,9.17,9.25,,9.0
2013-09-16,9.2,9.25,,9.05
2013-09-17,9.28,9.33,,9.3
2013-09-18,9.28,9.33,,9.3
2013-09-19,9.3,9.35,,9.27
2013-09-20,9.3,9.35,,9.27
2013-09-23,9.32,9.37,,9.22
2013-09-24,9.34,9.39,,9.25
2013-09-25,9.4,9.45,,9.22
2013-09-26,9.44,9.5,,9.1
2013-09-27,9.48,9.53,,9.0
2013-09-30,9.43,9.48,,9.0
2013-10-01,9.48,9.53,,8.98
2013-10-02,9.52,9.57,,9.0
2013-10-03,9.55,9.6,,9.05
2013-10-04,9.5,9.55,,9.05
2013-10-07,9.5,9.55,,9.1
2013-10-08,9.57,9.62,,9.05
2013-10-09,9.65,9.7,,9.05
2013-10-10,9.72,9.77,,9.05
2013-10-11,9.67,9.72,,9.1
2013-10-15,9.55,9.6,,9.1
2013-10-16,9.71,9.76,,9.0
2013-10-17,9.8,9.85,,9.0
2013-10-18,9.83,9.88,,9.1
2013-10-21,9.85,9.9,,9.2
2013-10-22,10.0,10.05,,9.27
2013-10-23,10.0,10.05,,9.27
2013-10-24,,,,9.35
2013-10-25,,,,9.35
2013-10-28,9.7,9.75,,9.4
2013-10-29,9.83,9.88,,9.3
2013-10-30,9.88,9.93,,9.11
2013-10-31,9.87,9.92,,9.16
2013-11-01,9.88,9.93,,9.17
2013-11-04,9.83,9.88,,9.22
2013-11-05,9.78,9.83,,9.18
2013-11-06,9.78,9.83,,
2013-11-07,9.74,9.79,,9.32
2013-11-08,9.75,9.8,,9.2
2013-11-11,9.74,9.79,,9.17
2013-11-12,9.75,9.8,,9.23
2013-11-13,9.85,9.9,,9.3
2013-11-14,9.94,9.99,,9.25
2013-11-15,9.89,9.94,,9.25
2013-11-18,9.82,9.87,,9.2
2013-11-19,9.87,9.92,,9.15
2013-11-20,9.88,9.93,,9.05
2013-11-21,9.89,9.94,,8.95
2013-11-22,9.87,9.92,,8.93
2013-11-26,9.76,9.81,,8.97
2013-11-27,9.67,9.72,,8.87
2013-11-28,9.64,9.69,,
2013-11-29,9.53,9.57,,8.72
2013-12-02,9.13,9.18,,8.52
2013-12-03,9.25,9.3,,8.32
2013-12-04,9.57,9.62,,8.4
2013-12-05,9.64,9.69,,8.48
2013-12-06,9.45,9.5,,8.55
2013-12-09,9.45,9.5,,8.53
2013-12-10,9.5,9.55,,8.58
2013-12-11,9.49,9.54,,8.44
2013-12-12,9.5,9.55,,8.44
2013-12-13,9.55,9.6,,8.46
2013-12-16,9.65,9.7,,8.56
2013-12-17,9.7,9.75,,8.46
2013-12-18,9.75,9.8,,8.55
2013-12-19,9.64,9.69,,8.53
2013-12-20,9.6,9.65,,8.47
2013-12-23,9.65,9.7,,8.48
2013-12-26,9.85,9.9,,8.58
2013-12-27,9.92,9.97,,8.51
2013-12-30,9.95,10.0,,8.7
2014-01-02,10.12,10.17,,8.88
2014-01-03,10.25,10.3,,8.89
2014-01-06,10.42,10.47,,9.0
2014-01-07,10.85,10.9,,9.0
2014-01-08,10.7,10.75,,9.0
2014-01-09,10.75,10.8,,9.22
2014-01-10,10.75,10.8,,9.15
2014-01-13,10.72,10.77,,9.3
2014-01-14,10.88,10.93,,9.6
2014-01-15,11.16,11.21,,9.6
2014-01-16,11.5,11.55,,9.71
2014-01-17,11.9,11.95,,9.95
2014-01-20,11.6,11.65,,
2014-01-21,11.81,11.86,,10.23
2014-01-22,12.1,12.15,,10.11
2014-01-23,13.01,13.06,,10.3
2014-01-24,9.7,11.7,,11.0
2014-01-27,10.15,12.15,,11.0
2014-01-28,11.0,12.5,,10.93
2014-01-29,11.4,12.9,,10.83
2014-01-30,11.1,12.6,,11.27
2014-01-31,11.15,12.65,,11.54
2014-02-03,11.05,12.55,,12.0
2014-02-04,11.55,12.55,,12.65
2014-02-05,11.55,12.55,,12.43
2014-02-06,11.9,12.4,,12.0
2014-02-07,11.9,12.15,,11.62
2014-02-10,11.55,11.65,,10.8
2014-02-11,11.55,11.65,,10.74
2014-02-12,12.0,12.1,,10.87
2014-02-13,11.85,11.95,,10.95
2014-02-14,11.75,11.85,,10.87
2014-02-17,11.68,11.78,,
2014-02-18,11.68,11.78,,10.77
2014-02-19,11.7,11.8,,10.5
2014-02-20,11.73,11.83,,10.55
2014-02-21,11.7,11.8,,10.58
2014-02-24,11.65,11.7,,10.55
2014-02-25,11.6,11.65,,10.4
2014-02-26,11.5,11.55,,10.51
2014-02-27,11.4,11.45,,10.5
2014-02-28,11.2,11.25,,10.34
2014-03-05,10.5,10.55,,10.35
2014-03-06,10.95,11.0,,10.32
2014-03-07,10.95,11.05,,10.2
2014-03-10,10.85,10.95,,10.07
2014-03-11,10.75,10.85,,10.19
2014-03-12,10.75,10.85,,10.4
2014-03-13,10.9,11.0,,10.28
2014-03-14,10.85,10.95,,10.39
2014-03-17,10.8,10.9,,10.28
2014-03-18,10.83,10.93,,10.14
2014-03-19,10.82,10.92,,10.14
2014-03-20,10.85,10.95,,10.29
2014-03-21,10.8,10.9,,10.27
2014-03-25,10.8,10.9,,10.3
2014-03-26,10.8,10.9,,10.29
2014-03-27,10.75,10.85,,10.21
2014-03-28,10.75,10.85,,10.02
2014-03-31,10.7,10.8,,10.0
2014-04-01,10.7,10.8,,10.17
2014-04-03,10.65,10.75,,10.01
2014-04-04,10.6,10.7,,9.93
2014-04-07,10.5,10.6,,9.65
2014-04-08,10.24,10.34,,9.67
2014-04-09,10.2,10.3,,9.6
2014-04-10,10.2,10.3,,9.52
2014-04-11,10.28,10.38,,9.61
2014-04-14,10.18,10.28,,9.66
2014-04-15,10.3,10.4,,9.59
2014-04-16,10.3,10.4,,9.62
2014-04-21,10.3,10.4,,9.75
2014-04-22,10.3,10.4,,9.67
2014-04-23,10.4,10.5,,9.64
2014-04-24,10.6,10.7,,9.59
2014-04-25,10.65,10.75,,9.67
2014-04-28,10.6,10.7,,9.73
2014-04-29,10.5,10.6,,10.02
2014-04-30,10.45,10.55,,10.12
2014-05-05,10.4,10.5,,9.96
2014-05-06,10.45,10.55,,9.84
2014-05-07,10.6,10.7,,9.85
2014-05-08,10.63,10.73,,9.61
2014-05-09,10.6,10.7,,9.66
2014-05-12,10.6,10.7,,9.77
2014-05-13,10.6,10.8,,9.68
2014-05-14,10.65,10.75,,9.86
2014-05-15,10.8,10.9,,10.13
2014-05-16,10.95,11.05,,10.19
2014-05-19,11.2,11.3,,10.3
2014-05-20,11.6,11.7,,10.76
2014-05-21,11.8,11.9,,10.92
2014-05-22,11.7,11.8,,10.77
2014-05-23,11.27,11.37,,10.87
2014-05-26,11.4,11.5,,10.81
2014-05-27,11.65,11.75,,10.81
2014-05-28,11.7,11.8,,11.2
2014-05-29,11.6,11.7,,11.27
2014-05-30,11.3,11.4,,11.13
2014-06-02,11.3,11.4,,10.88
2014-06-03,11.4,11.5,,10.77
2014-06-04,11.45,11.55,,10.65
2014-06-05,11.45,11.55,,10.56
2014-06-06,11.45,11.55,,10.59
2014-06-09,11.45,11.55,,10.5
2014-06-10,11.5,11.6,,10.68
2014-06-11,11.5,11.6,,10.6
2014-06-12,11.6,11.7,,10.51
2014-06-13,11.55,11.65,,10.63
2014-06-16,11.75,11.85,,10.44
2014-06-17,12.1,12.2,,10.38
2014-06-18,12.2,12.3,,10.71
2014-06-19,12.3,12.4,,10.51
2014-06-23,11.7,11.8,,10.25
2014-06-24,11.9,12.0,,10.07
2014-06-25,11.95,12.05,,10.12
2014-06-26,11.95,12.05,,10.05
2014-06-27,12.05,12.15,,10.0
2014-06-30,12.05,12.15,,10.28
2014-07-01,11.95,12.05,,10.11
2014-07-02,11.9,12.0,,10.12
2014-07-03,11.85,11.95,,10.09
2014-07-04,11.85,11.95,,10.1
2014-07-07,11.85,11.95,,10.2
2014-07-08,11.9,12.0,,10.1
2014-07-10,11.9,12.0,,10.08
2014-07-11,11.8,11.9,,9.93
2014-07-14,11.9,12.0,,9.88
2014-07-15,12.0,12.1,,10.12
2014-07-16,12.1,12.2,,10.13
2014-07-17,12.15,12.25,,10.11
2014-07-18,12.15,12.25,,10.08
2014-07-21,12.17,12.27,,9.98
2014-07-22,12.35,12.45,,9.96
2014-07-23,12.5,12.6,,9.91
2014-07-24,12.4,12.5,,9.93
2014-07-25,12.5,12.6,,9.81
2014-07-28,12.9,13.0,,9.8
2014-07-29,12.7,12.8,,10.07
2014-07-30,12.2,12.3,,10.26
2014-07-31,12.6,12.7,,10.12
2014-08-01,12.7,12.8,,10.0
2014-08-04,12.6,12.7,,10.34
2014-08-05,12.6,12.7,,10.35
2014-08-06,12.7,12.8,,10.42
2014-08-07,12.7,12.8,,10.42
2014-08-08,12.7,12.8,,10.56
2014-08-11,12.7,12.8,,10.5
2014-08-12,12.85,12.95,,10.76
2014-08-13,13.05,13.15,,11.31
2014-08-14,13.1,13.2,,11.47
2014-08-15,13.1,13.2,,11.6
2014-08-19,13.1,13.2,,11.75
2014-08-20,13.45,13.55,,11.78
2014-08-21,13.85,13.95,,12.19
2014-08-22,13.78,13.88,,12.38
2014-08-25,13.88,13.98,,12.16
2014-08-26,14.1,14.2,,12.4
2014-08-27,14.28,14.38,,12.71
2014-08-28,,,,12.97
2014-08-29,13.95,14.05,,12.95
2014-09-01,14.1,14.2,,
2014-09-02,14.15,14.25,,12.84
2014-09-03,14.1,14.2,,12.9
2014-09-04,13.9,14.0,,12.75
2014-09-05,13.9,14.0,,12.54
2014-09-08,14.1,14.2,,12.96
2014-09-09,14.15,14.25,,13.3
2014-09-10,14.15,14.25,,13.32
2014-09-11,14.16,14.26,,13.25
2014-09-12,14.25,14.35,,13.27
2014-09-15,14.35,14.45,,13.22
2014-09-16,14.6,14.7,,13.33
2014-09-17,15.0,15.1,,13.42
2014-09-18,14.9,15.0,,13.49
2014-09-19,14.9,15.0,,13.61
2014-09-22,15.05,15.15,,13.91
2014-09-23,15.32,15.42,,14.53
2014-09-24,15.85,15.95,,14.49
2014-09-25,15.65,15.75,,14.49
2014-09-26,15.65,15.75,,14.73
2014-09-29,15.5,15.6,,14.69
2014-09-30,15.6,15.7,,14.91
2014-10-01,15.5,15.6,,15.2
2014-10-02,15.4,15.5,,14.36
2014-10-03,15.2,15.3,,13.9
2014-10-06,14.85,14.95,,15.0
2014-10-07,14.6,14.7,,14.17
2014-10-08,14.55,14.65,,14.27
2014-10-09,14.73,14.83,,13.77
2014-10-10,14.85,14.95,,13.46
2014-10-14,14.67,14.77,,13.29
2014-10-15,14.63,14.73,,13.24
2014-10-16,14.55,14.65,,13.25
2014-10-17,14.6,14.7,,13.79
2014-10-20,14.58,14.68,,13.7
2014-10-21,14.6,14.7,,14.07
2014-10-22,14.59,14.69,,13.82
2014-10-23,14.6,14.7,,13.47
2014-10-24,14.55,14.65,,13.07
2014-10-27,14.58,14.68,,13.19
2014-10-28,14.52,14.62,,13.17
2014-10-29,14.43,14.53,,12.93
2014-10-30,14.23,14.33,,13.04
2014-10-31,14.18,14.28,,13.05
2014-11-03,13.8,13.9,,13.05
2014-11-04,13.5,13.6,,13.38
2014-11-05,13.4,13.5,,13.19
2014-11-06,13.4,13.5,,
2014-11-07,13.0,13.1,,12.98
2014-11-10,12.55,12.65,,12.73
2014-11-11,13.05,13.15,,12.78
2014-11-12,13.58,13.68,,12.55
2014-11-13,13.3,13.4,,12.45
2014-11-14,13.28,13.38,,12.13
2014-11-17,13.38,13.48,,12.12
2014-11-18,13.45,13.55,,12.08
2014-11-19,13.45,13.55,,11.92
2014-11-20,13.4,13.5,,11.75
2014-11-21,13.28,13.38,,11.78
2014-11-25,13.25,13.35,,11.98
2014-11-26,13.2,13.3,,11.97
2014-11-27,13.1,13.2,,
2014-11-28,13.0,13.1,,11.97
2014-12-01,13.0,13.1,,12.27
2014-12-02,12.9,13.0,,11.9
2014-12-03,12.95,13.05,,11.91
2014-12-04,12.82,12.92,,11.99
2014-12-05,12.68,12.78,,12.01
2014-12-09,12.7,12.8,,11.88
2014-12-10,12.68,12.78,,11.66
2014-12-11,12.6,12.7,,11.3
2014-12-12,12.75,12.85,,11.53
2014-12-15,13.07,13.17,,11.65
2014-12-16,13.05,13.15,,11.39
2014-12-17,13.0,13.1,,11.65
2014-12-18,13.05,13.15,,11.65
2014-12-19,13.0,13.1,,11.33
2014-12-22,13.08,13.18,,11.24
2014-12-23,13.28,13.38,,11.29
2014-12-29,13.45,13.55,,11.27
2014-12-30,13.7,13.8,,11.26
2015-01-02,13.7,13.8,,11.93
2015-01-05,13.65,13.75,,12.24
2015-01-06,13.65,13.75,,11.98
2015-01-07,13.65,13.75,,12.09
2015-01-08,13.67,13.77,,12.13
2015-01-09,13.67,13.77,,12.17
2015-01-12,13.6,13.7,,12.02
2015-01-13,13.5,13.6,,12.07
2015-01-14,13.52,13.62,,12.22
2015-01-15,13.52,13.62,,12.16
2015-01-16,13.49,13.59,,12.45
2015-01-19,13.6,13.7,,12.41
2015-01-20,13.55,13.65,,12.41
2015-01-21,13.55,13.65,,12.46
2015-01-22,13.6,13.7,,12.16
2015-01-23,13.57,13.67,,12.1
2015-01-26,13.56,13.66,,12.18
2015-01-27,13.55,13.65,,12.2
2015-01-28,13.65,13.75,,12.19
2015-01-29,13.5,13.6,,12.31
2015-01-30,13.5,13.6,,12.19
2015-02-02,13.28,13.38,,12.22
2015-02-03,13.21,13.31,,12.02
2015-02-04,13.2,13.3,,12.33
2015-02-05,13.15,13.25,,12.27
2015-02-06,13.1,13.2,,12.11
2015-02-09,13.08,13.18,,12.31
2015-02-10,13.08,13.18,,12.3
2015-02-11,13.05,13.15,,12.25
2015-02-12,13.02,13.12,,12.21
2015-02-13,13.09,13.19,,12.2
2015-02-18,12.9,13.0,,12.29
2015-02-19,12.75,12.85,,12.23
2015-02-20,12.92,13.02,,12.22
2015-02-23,13.01,13.11,,11.96
2015-02-24,13.01,13.11,,11.89
2015-02-25,13.04,13.14,,11.74
2015-02-26,13.01,13.11,,11.77
2015-02-27,12.93,13.03,,11.68
2015-03-02,12.9,13.0,,11.92
2015-03-03,12.83,12.93,,11.82
2015-03-04,12.83,12.93,,11.84
2015-03-05,12.75,12.85,,11.82
2015-03-06,12.71,12.81,,11.74
2015-03-09,12.66,12.76,,11.87
2015-03-10,12.66,12.76,,11.91
2015-03-11,12.72,12.82,,11.87
2015-03-12,12.82,12.92,,11.86
2015-03-13,12.86,12.96,,11.81
2015-03-16,12.79,12.89,,11.97
2015-03-17,12.78,12.88,,12.0
2015-03-18,12.86,12.96,,11.91
2015-03-19,12.76,12.86,,12.04
2015-03-20,12.72,12.82,,12.07
2015-03-25,12.71,12.81,,11.97
2015-03-26,12.69,12.79,,12.01
2015-03-27,12.68,12.78,,11.75
2015-03-30,12.52,12.62,,11.9
2015-03-31,12.52,12.62,,11.97
2015-04-01,12.45,12.55,,12.13
2015-04-06,12.39,12.49,,11.99
2015-04-07,12.28,12.38,,12.13
2015-04-08,12.35,12.45,,12.13
2015-04-09,12.29,12.39,,11.85
2015-04-10,12.3,12.4,,11.95
2015-04-13,12.32,12.42,,11.93
2015-04-14,12.42,12.52,,11.86
2015-04-15,12.7,12.8,,12.15
2015-04-16,12.62,12.72,,12.14
2015-04-17,12.61,12.71,,12.14
2015-04-20,12.58,12.68,,12.11
2015-04-21,12.61,12.71,,11.98
2015-04-22,12.69,12.79,,11.69
2015-04-23,12.74,12.84,,11.88
2015-04-24,12.7,12.8,,11.95
2015-04-27,12.6,12.7,,11.97
2015-04-28,12.63,12.73,,11.8
2015-04-29,12.63,12.73,,11.78
2015-04-30,12.6,12.7,,11.94
2015-05-04,12.51,12.61,,11.93
2015-05-05,12.48,12.58,,11.88
2015-05-06,12.5,12.6,,11.77
2015-05-07,12.49,12.59,,11.9
2015-05-08,12.47,12.57,,11.92
2015-05-11,12.42,12.52,,12.01
2015-05-12,12.43,12.53,,11.96
2015-05-13,12.49,12.59,,11.96
2015-05-14,12.52,12.62,,11.97
2015-05-15,12.55,12.65,,11.94
2015-05-18,12.56,12.66,,12.05
2015-05-19,12.6,12.7,,11.99
2015-05-20,12.54,12.64,,11.83
2015-05-21,12.54,12.64,,11.83
2015-05-22,12.55,12.65,,11.8
2015-05-26,12.62,12.72,,11.84
2015-05-27,12.62,12.72,,11.7
2015-05-28,12.6,12.7,,11.69
2015-05-29,12.55,12.65,,11.71
2015-06-01,12.53,12.63,,11.68
2015-06-02,12.55,12.65,,11.66
2015-06-03,12.56,12.66,,11.72
2015-06-04,12.54,12.64,,11.67
2015-06-05,12.55,12.65,,11.61
2015-06-08,12.52,12.62,,11.65
2015-06-09,12.52,12.62,,11.64
2015-06-10,12.52,12.62,,11.75
2015-06-11,12.57,12.67,,11.7
2015-06-12,12.58,12.68,,11.74
2015-06-15,12.6,12.7,,11.96
