Fecha,Blue-Compra,Blue-Venta,MEP,CCL
2015-06-16,12.75,12.85,,11.86
2015-06-17,12.84,12.94,,12.07
2015-06-18,12.98,13.08,,12.2
2015-06-19,12.92,13.02,,12.43
2015-06-22,12.95,13.05,,12.37
2015-06-23,13.25,13.35,,12.47
2015-06-24,13.47,13.57,,12.36
2015-06-25,13.42,13.52,,12.48
2015-06-26,13.18,13.28,,12.68
2015-06-29,13.19,13.29,,12.86
2015-06-30,13.3,13.4,,12.87
2015-07-01,13.45,13.55,,13.14
2015-07-02,13.45,13.55,,13.38
2015-07-03,13.33,13.48,,
2015-07-06,13.28,13.43,,13.19
2015-07-07,13.34,13.59,,13.26
2015-07-08,13.35,13.6,,13.28
2015-07-10,13.47,13.62,,13.35
2015-07-13,13.7,13.85,,13.34
2015-07-14,13.85,14.0,,13.27
2015-07-15,13.79,13.94,,13.35
2015-07-16,13.96,14.11,,13.29
2015-07-17,14.07,14.22,,13.26
2015-07-20,14.4,14.55,,13.34
2015-07-21,14.94,15.09,,13.72
2015-07-22,14.74,14.89,,13.58
2015-07-23,14.49,14.64,,13.33
2015-07-24,14.34,14.49,,13.34
2015-07-27,14.5,14.65,,13.14
2015-07-28,14.8,14.95,,13.14
2015-07-29,14.79,14.94,,13.25
2015-07-30,14.76,14.91,,13.24
2015-07-31,14.79,14.94,,13.28
2015-08-03,14.74,14.89,,13.31
2015-08-04,14.75,14.9,,13.45
2015-08-05,14.8,14.95,,13.4
2015-08-06,14.83,14.98,,13.34
2015-08-07,14.77,14.92,,13.33
2015-08-10,14.67,14.82,,13.37
2015-08-11,14.68,14.83,,13.35
2015-08-12,14.72,14.87,,13.41
2015-08-13,14.82,14.97,,13.43
2015-08-14,14.95,15.1,,13.43
2015-08-18,14.9,15.05,,13.44
2015-08-19,15.0,15.15,,13.43
2015-08-20,15.2,15.35,,13.42
2015-08-21,15.4,15.55,,13.46
2015-08-24,15.69,15.84,,13.52
2015-08-25,15.82,15.97,,13.51
2015-08-26,15.77,15.92,,13.8
2015-08-27,15.52,15.67,,13.74
2015-08-28,15.38,15.53,,13.98
2015-08-31,15.32,15.47,,13.89
2015-09-01,15.36,15.51,,13.91
2015-09-02,15.47,15.62,,13.97
2015-09-03,15.51,15.66,,14.08
2015-09-04,15.33,15.48,,13.95
2015-09-07,15.3,15.45,,
2015-09-08,15.36,15.51,,13.95
2015-09-09,15.4,15.55,,14.07
2015-09-10,15.39,15.54,,14.04
2015-09-11,15.37,15.52,,14.09
2015-09-14,15.47,15.62,,14.1
2015-09-15,15.53,15.68,,14.13
2015-09-16,15.7,15.85,,14.12
2015-09-17,15.76,15.91,,14.13
2015-09-18,15.71,15.86,,14.13
2015-09-21,15.75,15.9,,14.17
2015-09-22,15.79,15.94,,14.15
2015-09-23,15.78,15.93,,13.2
2015-09-24,15.86,16.01,,13.3
2015-09-25,15.91,16.06,,13.34
2015-09-28,15.86,16.01,,13.83
2015-09-29,15.85,16.0,,13.87
2015-09-30,15.84,15.99,,13.94
2015-10-01,15.73,15.88,,13.93
2015-10-02,15.74,15.89,,13.7
2015-10-05,15.65,15.8,,13.9
2015-10-06,15.59,15.74,,14.02
2015-10-07,15.6,15.75,,13.99
2015-10-08,15.62,15.77,,13.94
2015-10-09,15.68,15.83,,13.87
2015-10-13,15.68,15.83,,13.95
2015-10-14,15.67,15.82,,13.85
2015-10-15,15.68,15.83,,13.67
2015-10-16,15.79,15.94,,13.8
2015-10-19,15.96,16.11,,13.97
2015-10-20,15.88,16.03,,14.05
2015-10-21,15.73,15.88,,13.94
2015-10-22,15.88,16.03,,14.04
2015-10-23,15.9,16.05,,14.11
2015-10-26,15.66,15.81,,14.12
2015-10-27,15.7,15.85,,14.04
2015-10-28,15.75,15.9,,13.57
2015-10-29,15.62,15.77,,13.7
2015-10-30,15.6,15.75,,13.66
2015-11-02,15.48,15.63,,13.69
2015-11-03,15.36,15.51,,13.74
2015-11-04,15.31,15.46,,13.77
2015-11-05,14.99,15.14,,13.74
2015-11-09,14.3,14.45,,13.86
2015-11-10,14.55,14.7,,14.29
2015-11-11,15.18,15.33,,14.37
2015-11-12,15.12,15.27,,14.25
2015-11-13,14.9,15.05,,14.37
2015-11-16,14.95,15.1,,14.46
2015-11-17,15.2,15.35,,14.77
2015-11-18,15.26,15.41,,14.92
2015-11-19,15.05,15.2,,14.86
2015-11-20,14.92,15.07,,14.89
2015-11-23,15.04,15.19,,14.86
2015-11-24,15.09,15.24,,14.6
2015-11-25,14.97,15.12,,14.4
2015-11-26,14.81,14.96,,
2015-11-30,14.59,14.74,,14.51
2015-12-01,14.34,14.49,,14.47
2015-12-02,14.65,14.8,,14.68
2015-12-03,14.58,14.73,,14.73
2015-12-04,14.66,14.81,,14.79
2015-12-09,14.58,14.73,,15.13
2015-12-10,14.62,14.77,,15.17
2015-12-11,14.71,14.86,,15.35
2015-12-14,14.54,14.69,,15.13
2015-12-15,14.39,14.54,,14.88
2015-12-16,14.42,14.57,,14.53
2015-12-17,14.21,14.36,,14.26
2015-12-18,14.05,14.2,,14.02
2015-12-21,13.75,13.9,,13.93
2015-12-22,13.77,13.92,,13.74
2015-12-23,13.95,14.1,,13.9
2015-12-24,13.95,14.1,,
2015-12-28,14.17,14.32,,14.33
2015-12-29,14.26,14.41,,14.34
2015-12-30,14.17,14.32,,14.14
2015-12-31,14.17,14.32,,
2016-01-04,14.05,14.2,,13.69
2016-01-05,14.14,14.29,,13.66
2016-01-06,14.03,14.43,,14.2
2016-01-07,14.04,14.44,,14.16
2016-01-08,14.05,14.45,,14.54
2016-01-11,14.04,14.44,,14.47
2016-01-12,13.98,14.38,,14.19
2016-01-13,14.0,14.4,,13.97
2016-01-14,14.01,14.41,,13.83
2016-01-15,13.98,14.38,,13.71
2016-01-18,13.97,14.37,,
2016-01-19,13.97,14.37,,13.78
2016-01-20,13.95,14.35,,13.9
2016-01-21,13.96,14.36,,13.86
2016-01-22,13.95,14.35,,13.74
2016-01-25,13.95,14.35,,14.14
2016-01-26,13.96,14.36,,14.02
2016-01-27,13.97,14.37,,14.0
2016-01-28,13.89,14.29,,14.0
2016-01-29,13.87,14.27,,13.98
2016-02-01,14.0,14.4,,14.24
2016-02-02,13.9,14.3,,14.4
2016-02-03,13.99,14.39,,14.33
2016-02-04,14.0,14.4,,14.41
2016-02-05,14.01,14.41,,14.51
2016-02-10,14.03,14.43,,14.63
2016-02-11,14.26,14.66,,14.85
2016-02-12,14.55,14.95,,14.95
2016-02-15,14.6,15.0,,
2016-02-16,14.68,15.08,,15.18
2016-02-17,14.92,15.32,,15.35
2016-02-18,14.95,15.35,,15.36
2016-02-19,14.93,15.33,,15.28
2016-02-22,15.02,15.42,,15.2
2016-02-23,15.03,15.43,,15.32
2016-02-24,15.18,15.58,,15.52
2016-02-25,15.26,15.66,,15.54
2016-02-26,15.25,15.65,,15.45
2016-02-29,15.21,15.61,,15.57
2016-03-01,15.55,15.95,,15.9
2016-03-02,15.4,15.9,,16.03
2016-03-03,15.31,15.71,,15.76
2016-03-04,15.32,15.72,,15.49
2016-03-07,15.33,15.73,,15.46
2016-03-08,15.34,15.74,,15.48
2016-03-09,15.32,15.72,,15.41
2016-03-10,15.31,15.71,,15.35
2016-03-11,15.2,15.6,,15.34
2016-03-14,15.21,15.61,,14.95
2016-03-15,14.95,15.35,,14.81
2016-03-16,15.02,15.42,,14.64
2016-03-17,15.18,15.58,,14.72
2016-03-18,15.16,15.56,,14.88
2016-03-21,14.99,15.39,,14.76
2016-03-22,14.94,15.34,,14.56
2016-03-23,14.9,15.3,,14.46
2016-03-28,15.03,15.43,,14.5
2016-03-29,14.99,15.39,,14.74
2016-03-30,14.9,15.3,,14.75
2016-03-31,14.86,15.26,,14.79
2016-04-01,14.81,15.21,,14.82
2016-04-04,14.79,15.19,,14.86
2016-04-05,14.7,15.1,,14.86
2016-04-06,14.58,14.98,,14.79
2016-04-07,14.55,14.95,,14.75
2016-04-08,14.51,14.91,,14.61
2016-04-11,14.56,14.96,,14.56
2016-04-12,14.61,15.01,,14.61
2016-04-13,14.52,14.92,,14.52
2016-04-14,14.58,14.98,,14.27
2016-04-15,14.54,14.94,,14.51
2016-04-18,14.41,14.81,,14.29
2016-04-19,14.33,14.73,,14.24
2016-04-20,14.28,14.68,,14.41
2016-04-21,14.4,14.8,,14.39
2016-04-22,14.48,14.88,,14.51
2016-04-25,14.45,14.85,,14.47
2016-04-26,14.39,14.79,,14.42
2016-04-27,14.34,14.74,,14.37
2016-04-28,14.31,14.71,,14.25
2016-04-29,14.26,14.66,,14.26
2016-05-02,14.26,14.66,,14.34
2016-05-03,14.26,14.66,,14.24
2016-05-04,14.27,14.67,,14.26
2016-05-05,14.18,14.58,,13.96
2016-05-06,14.14,14.54,,14.19
2016-05-09,14.13,14.53,,14.16
2016-05-10,14.13,14.53,,14.23
2016-05-11,14.2,14.6,,14.23
2016-05-12,14.3,14.7,,14.15
2016-05-13,14.23,14.63,,14.15
2016-05-16,14.28,14.68,,14.17
2016-05-17,14.26,14.66,,14.17
2016-05-18,14.32,14.71,,14.1
2016-05-19,14.29,14.69,,14.03
2016-05-20,14.27,14.67,,14.01
2016-05-23,14.27,14.67,,14.05
2016-05-24,14.26,14.66,,13.97
2016-05-26,14.27,14.67,,14.07
2016-05-27,14.27,14.67,,14.05
2016-05-30,14.24,14.64,,
2016-05-31,14.11,14.51,,14.05
2016-06-01,14.03,14.43,,14.14
2016-06-02,13.96,14.36,,14.1
2016-06-03,13.88,14.28,,14.03
2016-06-06,13.76,14.16,,13.98
2016-06-07,13.79,14.19,,13.93
2016-06-08,13.83,14.23,,13.98
2016-06-09,13.91,14.31,,13.91
2016-06-10,13.91,14.31,,13.88
2016-06-13,14.01,14.41,,13.88
2016-06-14,14.01,14.41,,13.91
2016-06-15,14.06,14.46,,13.92
2016-06-16,14.02,14.42,,13.87
2016-06-21,14.06,14.46,,14.03
2016-06-22,14.16,14.56,,14.11
2016-06-23,14.35,14.75,,14.28
2016-06-24,14.62,15.02,,14.6
2016-06-27,14.92,15.32,,14.97
2016-06-28,14.62,15.02,,15.4
2016-06-29,14.62,15.02,,15.14
2016-06-30,14.65,15.05,,15.2
2016-07-01,14.65,15.05,,15.32
2016-07-04,14.69,15.09,,
2016-07-05,14.6,15.0,,15.22
2016-07-06,14.51,14.91,,14.98
2016-07-07,14.4,14.9,,14.95
2016-07-11,14.63,15.03,,14.89
2016-07-12,14.69,15.09,,14.79
2016-07-13,14.66,15.06,,14.68
2016-07-14,14.71,15.11,,14.72
2016-07-15,14.86,15.26,,14.83
2016-07-18,14.99,15.39,,15.03
2016-07-19,14.83,15.23,,15.27
2016-07-20,14.97,15.37,,15.17
2016-07-21,14.93,15.33,,15.18
2016-07-22,15.03,15.43,,15.16
2016-07-25,15.17,15.57,,15.06
2016-07-26,15.13,15.53,,15.07
2016-07-27,15.15,15.55,,15.03
2016-07-28,15.12,15.52,,15.1
2016-07-29,15.07,15.47,,15.11
2016-08-01,15.09,15.49,,15.08
2016-08-02,14.94,15.34,,15.03
2016-08-03,14.92,15.32,,14.93
2016-08-04,14.93,15.33,,14.96
2016-08-05,14.84,15.24,,15.04
2016-08-08,14.93,15.33,,14.97
2016-08-09,14.95,15.35,,14.85
2016-08-10,14.9,15.3,,14.85
2016-08-11,14.9,15.3,,14.85
2016-08-12,14.94,15.34,,14.77
2016-08-16,14.97,15.37,,14.77
2016-08-17,15.03,15.43,,14.76
2016-08-18,15.04,15.44,,14.83
2016-08-19,15.02,15.42,,14.95
2016-08-22,15.06,15.46,,14.93
2016-08-23,15.1,15.5,,14.88
2016-08-24,15.11,15.51,,14.87
2016-08-25,15.09,15.49,,14.91
2016-08-26,15.09,15.49,,14.99
2016-08-29,15.11,15.51,,15.05
2016-08-30,15.09,15.49,,15.2
2016-08-31,15.01,15.41,,15.1
2016-09-01,14.88,15.28,,14.99
2016-09-02,14.99,15.39,,14.95
2016-09-05,14.98,15.38,,
2016-09-06,14.96,15.36,,15.06
2016-09-07,14.9,15.3,,15.08
2016-09-08,14.98,15.38,,15.13
2016-09-09,14.98,15.38,,15.04
2016-09-12,15.01,15.41,,15.01
2016-09-13,14.97,15.37,,15.04
2016-09-14,15.01,15.41,,15.06
2016-09-15,15.02,15.42,,15.1
2016-09-16,15.1,15.5,,15.1
2016-09-19,15.2,15.6,,15.17
2016-09-20,15.36,15.76,,15.26
2016-09-21,15.28,15.68,,15.24
2016-09-22,15.3,15.7,,15.24
2016-09-23,15.32,15.72,,15.23
2016-09-26,15.4,15.8,,15.2
2016-09-27,15.38,15.78,,15.22
2016-09-28,15.36,15.76,,15.35
2016-09-29,15.34,15.74,,15.41
2016-09-30,15.31,15.71,,15.39
2016-10-03,15.26,15.66,,15.28
2016-10-04,15.17,15.57,,15.22
2016-10-05,15.2,15.6,,15.24
2016-10-06,15.17,15.57,,15.24
2016-10-07,15.15,15.55,,15.26
2016-10-11,15.19,15.59,,15.28
2016-10-12,15.13,15.53,,15.26
2016-10-13,15.15,15.55,,15.2
2016-10-14,15.2,15.6,,15.21
2016-10-17,15.27,15.67,,15.16
2016-10-18,15.24,15.64,,15.25
2016-10-19,15.23,15.63,,15.25
2016-10-20,15.18,15.58,,15.28
2016-10-21,15.16,15.56,,15.26
2016-10-24,15.22,15.62,,15.22
2016-10-25,15.21,15.61,,15.2
2016-10-26,15.18,15.58,,15.26
2016-10-27,15.1,15.5,,15.26
2016-10-28,15.17,15.57,,15.24
2016-10-31,15.16,15.56,,15.29
2016-11-01,15.03,15.43,,15.23
2016-11-02,15.0,15.4,,15.16
2016-11-03,14.97,15.37,,15.19
2016-11-04,15.02,15.42,,15.17
2016-11-07,15.07,15.47,,15.13
2016-11-08,15.02,15.42,,15.16
2016-11-09,14.98,15.38,,15.05
2016-11-10,14.95,15.35,,15.02
2016-11-11,15.05,15.45,,15.1
2016-11-14,15.5,15.9,,15.47
2016-11-15,15.45,15.85,,15.77
2016-11-16,15.4,15.8,,15.61
2016-11-17,15.4,15.8,,15.65
2016-11-18,15.45,15.85,,15.62
2016-11-21,15.42,15.82,,15.6
2016-11-22,15.42,15.82,,15.53
2016-11-23,15.55,15.95,,15.58
2016-11-24,15.63,16.03,,
2016-11-25,15.69,16.09,,
2016-11-29,15.7,16.1,,15.65
2016-11-30,15.75,16.15,,15.79
2016-12-01,15.85,16.25,,15.96
2016-12-02,15.95,16.35,,15.86
2016-12-05,15.88,16.28,,16.02
2016-12-06,15.68,16.18,,16.07
2016-12-07,15.9,16.3,,15.98
2016-12-12,15.94,16.34,,16.07
2016-12-13,15.96,16.36,,16.12
2016-12-14,16.03,16.43,,16.09
2016-12-15,16.26,16.66,,16.06
2016-12-16,16.29,16.69,,16.05
2016-12-19,16.34,16.74,,16.09
2016-12-20,16.18,16.58,,15.98
2016-12-21,16.18,16.58,,15.96
2016-12-22,16.24,16.64,,16.01
2016-12-23,16.26,16.66,,15.87
2016-12-26,16.45,16.85,,
2016-12-27,16.37,16.77,,15.71
2016-12-28,16.4,16.8,,15.73
2016-12-29,16.55,16.95,,15.87
2016-12-30,16.47,16.87,,
2017-01-02,16.59,16.99,,
2017-01-03,16.71,17.11,,16.09
2017-01-04,16.56,16.96,,16.02
2017-01-05,16.47,16.87,,16.03
2017-01-06,16.46,16.86,,16.06
2017-01-09,16.48,16.88,,15.91
2017-01-10,16.45,16.85,,16.0
2017-01-11,16.41,16.81,,15.89
2017-01-12,16.42,16.82,,15.82
2017-01-13,16.39,16.79,,15.84
2017-01-16,16.41,16.81,,
2017-01-17,16.45,16.85,,15.92
2017-01-18,16.48,16.88,,16.02
2017-01-19,16.49,16.89,,16.0
2017-01-20,16.46,16.86,,15.96
2017-01-23,16.48,16.88,,15.97
2017-01-24,16.47,16.87,,15.93
2017-01-25,16.45,16.85,,15.96
2017-01-26,16.4,16.8,,16.0
2017-01-27,16.4,16.8,,16.0
2017-01-30,16.3,16.7,,16.01
2017-01-31,16.24,16.64,,16.01
2017-02-01,16.21,16.61,,15.96
2017-02-02,16.11,16.51,,15.85
2017-02-03,16.08,16.48,,15.84
2017-02-06,16.08,16.48,,15.73
2017-02-07,16.09,16.49,,15.79
2017-02-08,16.08,16.48,,15.74
2017-02-09,16.03,16.43,,15.73
2017-02-10,16.03,16.43,,15.63
2017-02-13,16.05,16.45,,15.6
2017-02-14,16.01,16.41,,15.57
2017-02-15,15.92,16.32,,15.56
2017-02-16,15.98,16.28,,15.48
2017-02-17,16.08,16.48,,15.49
2017-02-20,16.09,16.49,,
2017-02-21,16.02,16.42,,15.73
2017-02-22,15.95,16.35,,15.68
2017-02-23,15.86,16.26,,15.68
2017-02-24,15.88,16.28,,15.62
2017-03-01,15.84,16.24,,15.59
2017-03-02,15.62,16.02,,15.53
2017-03-03,15.67,16.07,,15.53
2017-03-06,15.7,16.1,,15.58
2017-03-07,15.69,16.09,,15.53
2017-03-08,15.62,16.02,,15.64
2017-03-09,15.62,16.02,,15.69
2017-03-10,15.64,16.04,,15.62
2017-03-13,15.68,16.08,,15.57
2017-03-14,15.67,16.07,,15.53
2017-03-15,15.66,16.06,,15.56
2017-03-16,15.64,16.04,,15.63
2017-03-17,15.67,16.07,,15.59
2017-03-20,15.8,16.2,,15.57
2017-03-21,15.73,16.13,,15.67
2017-03-22,15.68,16.08,,15.63
2017-03-23,15.69,16.09,,15.62
2017-03-27,15.71,16.11,,15.61
2017-03-28,15.67,16.07,,15.63
2017-03-29,15.5,15.9,,15.59
2017-03-30,15.49,15.89,,15.5
2017-03-31,15.58,15.98,,15.49
2017-04-03,15.59,15.99,,15.51
2017-04-04,15.48,15.88,,15.49
2017-04-05,15.47,15.87,,15.49
2017-04-06,15.47,15.87,,15.48
2017-04-07,15.29,15.69,,15.51
2017-04-10,15.23,15.63,,15.46
2017-04-11,15.29,15.69,,15.43
2017-04-12,15.29,15.69,,15.48
2017-04-17,15.51,15.91,,15.48
2017-04-18,15.47,15.87,,15.48
2017-04-19,15.7,16.1,,15.65
2017-04-20,15.69,16.09,,15.76
2017-04-21,15.69,16.09,,15.47
2017-04-24,15.72,16.12,,15.53
2017-04-25,15.7,16.1,,15.47
2017-04-26,15.66,16.06,,15.43
2017-04-27,15.55,15.95,,15.51
2017-04-28,15.59,15.99,,15.48
2017-05-02,15.57,15.97,,15.45
2017-05-03,15.49,15.89,,15.32
2017-05-04,15.51,15.91,,15.35
2017-05-05,15.51,15.91,,15.39
2017-05-08,15.61,16.01,,15.34
2017-05-09,15.55,15.95,,15.46
2017-05-10,15.44,15.94,,15.56
2017-05-11,15.52,15.92,,15.5
2017-05-12,15.53,15.93,,15.5
2017-05-15,15.57,15.97,,15.53
2017-05-16,15.65,16.05,,15.59
2017-05-17,15.66,16.06,,15.63
2017-05-18,15.8,16.2,,15.67
2017-05-19,15.71,16.11,,15.9
2017-05-22,15.82,16.22,,15.92
2017-05-23,15.88,16.28,,16.21
2017-05-24,15.89,16.29,,16.2
2017-05-26,15.94,16.34,,16.22
2017-05-29,16.0,16.41,,
2017-05-30,16.05,16.45,,16.09
2017-05-31,15.99,16.39,,16.22
2017-06-01,15.9,16.3,,16.2
2017-06-02,15.92,16.32,,16.1
2017-06-05,15.94,16.34,,16.11
2017-06-06,15.98,16.38,,16.11
2017-06-07,15.96,16.36,,16.15
2017-06-08,15.94,16.34,,16.1
2017-06-09,15.95,16.35,,15.97
2017-06-12,16.01,16.41,,15.9
2017-06-13,16.01,16.41,,15.9
2017-06-14,16.11,16.51,,15.87
2017-06-15,16.09,16.49,,15.94
2017-06-16,16.13,16.53,,16.0
2017-06-19,16.24,16.64,,16.07
2017-06-21,16.3,16.7,,16.13
2017-06-22,16.13,16.53,,16.16
2017-06-23,16.16,16.56,,16.15
2017-06-26,16.27,16.67,,16.25
2017-06-27,16.32,16.72,,16.37
2017-06-28,16.27,16.67,,16.32
2017-06-29,16.31,16.71,,16.41
2017-06-30,16.44,16.84,,16.45
2017-07-03,16.51,16.91,,16.64
2017-07-04,16.56,16.96,,
2017-07-05,16.81,17.21,,16.84
2017-07-06,16.85,17.25,,17.09
2017-07-07,16.8,17.2,,16.96
2017-07-10,16.9,17.3,,16.94
2017-07-11,16.02,17.42,,17.02
2017-07-12,17.1,17.5,,17.14
2017-07-13,17.2,17.6,,17.11
2017-07-14,17.17,17.57,,17.09
2017-07-17,17.32,17.72,,16.96
2017-07-18,17.44,17.84,,17.0
2017-07-19,17.42,17.82,,17.21
2017-07-20,17.44,17.84,,17.22
2017-07-21,17.56,17.96,,17.32
2017-07-24,17.65,18.05,,17.55
2017-07-25,17.74,18.14,,17.56
2017-07-26,17.87,18.27,,17.59
2017-07-27,18.02,18.42,,17.54
2017-07-28,18.03,18.43,,17.81
2017-07-31,17.65,18.09,,17.87
2017-08-01,17.69,18.09,,17.72
2017-08-02,17.86,18.26,,17.72
2017-08-03,17.78,18.18,,17.64
2017-08-04,17.75,18.15,,17.72
2017-08-07,17.79,18.19,,17.71
2017-08-08,18.0,18.4,,17.8
2017-08-09,18.01,18.41,,17.83
2017-08-10,18.08,18.48,,17.81
2017-08-11,18.08,18.48,,17.78
2017-08-14,17.7,18.1,,17.91
2017-08-15,17.75,18.15,,17.21
2017-08-16,17.9,18.3,,17.12
2017-08-17,17.95,18.35,,17.26
2017-08-18,17.9,18.3,,17.35
2017-08-22,17.92,18.32,,17.3
2017-08-23,17.9,18.3,,17.25
2017-08-24,17.86,18.26,,17.37
2017-08-25,17.88,18.28,,17.24
2017-08-28,17.91,18.31,,17.24
2017-08-29,17.89,18.29,,17.25
2017-08-30,17.86,18.26,,17.39
2017-08-31,17.83,18.23,,17.5
2017-09-01,17.75,18.15,,17.4
2017-09-04,17.7,18.1,,
2017-09-05,17.59,17.99,,17.32
2017-09-06,17.55,17.95,,17.34
2017-09-07,17.43,17.83,,17.27
2017-09-08,17.48,17.88,,17.25
2017-09-11,17.54,17.94,,17.22
2017-09-12,17.48,17.88,,17.2
2017-09-13,17.45,17.85,,17.1
2017-09-14,17.46,17.86,,17.12
2017-09-15,17.44,17.84,,17.02
2017-09-18,17.52,17.92,,17.04
2017-09-19,17.55,17.95,,17.19
2017-09-20,17.57,17.97,,17.19
2017-09-21,17.55,17.95,,17.26
2017-09-22,17.55,17.95,,17.33
2017-09-25,17.57,17.97,,17.39
2017-09-26,17.65,18.05,,17.55
2017-09-27,17.59,17.99,,17.58
2017-09-28,17.57,17.97,,17.57
2017-09-29,17.51,17.91,,17.6
2017-10-02,17.56,17.96,,17.41
2017-10-03,17.5,17.9,,17.45
2017-10-04,17.42,17.82,,17.53
2017-10-05,17.4,17.8,,17.44
2017-10-06,17.41,17.78,,17.44
2017-10-09,17.47,17.87,,17.5
2017-10-10,17.46,17.86,,17.55
2017-10-11,17.45,17.85,,17.51
2017-10-12,17.49,17.89,,17.54
2017-10-13,17.5,17.9,,17.51
2017-10-17,17.62,18.02,,17.55
2017-10-18,17.65,18.05,,17.49
2017-10-19,17.58,17.98,,17.38
2017-10-20,17.61,18.01,,17.45
2017-10-23,17.67,18.07,,17.49
2017-10-24,17.74,18.14,,17.49
2017-10-25,17.7,18.1,,17.48
2017-10-26,17.68,18.08,,17.45
2017-10-27,17.72,18.12,,17.73
2017-10-30,17.75,18.15,,17.63
2017-10-31,17.7,18.1,,17.73
2017-11-01,17.63,18.03,,17.7
2017-11-02,17.63,18.03,,17.6
2017-11-03,17.61,18.01,,17.52
2017-11-07,17.6,18.0,,17.67
2017-11-08,17.5,17.9,,17.6
2017-11-09,17.55,17.95,,17.53
2017-11-10,17.58,17.98,,17.49
2017-11-13,17.68,18.08,,17.4
2017-11-14,17.67,18.07,,17.54
2017-11-15,17.66,18.06,,17.51
2017-11-16,17.66,18.06,,17.57
2017-11-17,17.69,18.09,,17.68
2017-11-21,17.72,18.12,,17.64
2017-11-22,17.74,18.14,,17.57
2017-11-23,17.7,18.1,,
2017-11-24,17.77,18.07,,17.47
2017-11-27,17.71,18.11,,17.5
2017-11-28,17.74,18.14,,17.44
2017-11-29,17.72,18.12,,17.43
2017-11-30,17.56,17.96,,17.43
2017-12-01,17.61,18.01,,17.42
2017-12-04,17.67,18.07,,17.29
2017-12-05,17.56,17.96,,17.37
2017-12-06,17.55,17.95,,17.34
2017-12-07,17.48,17.88,,17.31
2017-12-11,17.53,17.93,,17.32
2017-12-12,17.55,17.95,,17.29
2017-12-13,17.43,17.93,,17.29
2017-12-14,17.56,17.96,,17.38
2017-12-15,17.69,18.09,,17.52
2017-12-18,17.85,18.25,,17.72
2017-12-19,17.74,18.14,,17.76
2017-12-20,17.66,18.06,,17.84
2017-12-21,17.83,18.23,,17.78
2017-12-22,18.07,18.47,,17.97
2017-12-26,18.5,18.9,,18.06
2017-12-27,18.65,19.05,,18.31
2017-12-28,19.15,19.55,,18.38
2017-12-29,18.88,19.28,,18.93
2018-01-02,18.85,19.25,,18.72
2018-01-03,18.89,19.29,,18.38
2018-01-04,19.01,19.41,,18.53
2018-01-05,19.05,19.45,,18.82
2018-01-08,19.18,19.58,,18.89
2018-01-09,19.14,19.54,,19.12
2018-01-10,18.92,19.32,,18.98
2018-01-11,19.01,19.41,,18.64
2018-01-12,19.14,19.54,,18.83
2018-01-15,19.21,19.61,,
2018-01-16,19.2,19.6,,18.78
2018-01-17,19.22,19.62,,19.05
2018-01-18,19.24,19.64,,18.94
2018-01-19,19.29,19.69,,18.95
2018-01-22,19.4,19.8,,19.02
2018-01-23,19.48,19.88,,19.17
2018-01-24,19.63,20.03,,19.38
2018-01-25,19.56,19.96,,19.64
2018-01-26,19.58,19.98,,19.64
2018-01-29,19.63,20.03,,19.62
2018-01-30,19.64,20.04,,19.62
2018-01-31,19.55,19.95,,19.68
2018-02-01,19.53,19.93,,19.7
2018-02-02,19.52,19.92,,19.49
2018-02-05,19.52,19.92,,19.51
2018-02-06,19.49,19.89,,19.48
2018-02-07,19.45,19.85,,19.58
2018-02-08,19.53,19.93,,19.7
2018-02-09,19.83,20.23,,20.0
2018-02-14,19.8,20.2,,20.03
2018-02-15,18.72,20.12,,20.15
2018-02-16,19.75,20.15,,20.03
2018-02-19,19.83,20.23,,
2018-02-20,19.76,20.16,,20.11
2018-02-21,19.8,20.3,,19.98
2018-02-22,19.91,20.31,,20.01
2018-02-23,19.95,20.35,,20.06
2018-02-26,20.0,20.4,,20.03
2018-02-27,20.0,20.4,,20.32
2018-02-28,19.95,20.35,,20.31
2018-03-01,20.0,20.4,,20.16
2018-03-02,20.1,20.5,,20.38
2018-03-05,20.15,20.55,,20.43
2018-03-06,20.25,20.65,,20.33
2018-03-07,20.28,20.68,,20.41
2018-03-08,20.25,20.65,,20.42
2018-03-09,20.21,20.61,,20.45
2018-03-12,20.2,20.6,,20.32
2018-03-13,20.27,20.67,,20.29
2018-03-14,20.35,20.75,,20.25
2018-03-15,20.42,20.82,,20.22
2018-03-16,20.49,20.89,,20.29
2018-03-19,20.52,20.92,,20.23
2018-03-20,20.57,20.97,,20.13
2018-03-21,20.58,20.98,,20.27
2018-03-22,20.5,20.9,,20.29
2018-03-23,20.54,20.94,,20.3
2018-03-26,20.48,20.88,,20.29
2018-03-27,20.36,20.76,,20.19
2018-03-28,20.36,20.76,,20.15
2018-04-03,20.42,20.82,,20.2
2018-04-04,20.2,20.6,,20.18
2018-04-05,20.25,20.65,,20.21
2018-04-06,20.24,20.64,,20.22
2018-04-09,20.21,20.61,,20.25
2018-04-10,20.21,20.61,,20.3
2018-04-11,20.3,20.7,,20.2
2018-04-12,20.3,20.7,,20.19
2018-04-13,20.3,20.7,,20.19
2018-04-16,20.3,20.7,,20.21
2018-04-17,20.3,20.7,,20.18
2018-04-18,20.23,20.63,,20.19
2018-04-19,20.15,20.55,,20.14
2018-04-20,20.18,20.58,,20.23
